region,year_unemployment,unemployment_noed,unemployment_seconded,unemployment_tertiaryed,unemployment_rate
ES51,2017,16.9,13.2,6.4,11.5
ES52,2017,22,14.1,10.2,15.6
ES53,2017,14.2,14.1,5.6,11.5
ES61,2017,30.6,21.7,13.5,23
ES62,2017,21,18.8,9.7,16.8
ES63,2017,40,22,14.7,29
ES64,2017,40.6,18.2,10.7,25.8
ES70,2017,26.7,17.6,14.1,20.1
FI19,2017,14.6,8.2,4.4,7.4
FI1B,2017,16.3,7.8,4.1,6.9
FI1C,2017,16.6,8.2,3.6,7.4
FI1D,2017,16.3,9,4.6,8.1
FI20,2017,NA,NA,NA,NA
FR10,2017,15.2,10.1,5.8,8.7
FRB0,2017,11.9,9.3,5.3,8.3
FRC1,2017,16.3,8.6,5.7,8.9
FRC2,2017,10.4,7.4,4.7,7.2
FRD1,2017,11.8,8.1,5.8,8
FRD2,2017,16.6,8.7,6.1,9.3
FRE1,2017,23.7,13.2,5.9,12.2
FRE2,2017,15.4,10.3,3.5,9.2
FRF1,2017,14.5,8.5,4.9,8
FRF2,2017,15.7,9,4.1,8.8
FRF3,2017,16.7,10.3,5.2,9.8
FRG0,2017,13.1,7.8,5.6,7.8
FRH0,2017,12.5,7.3,4.5,6.8
FRI1,2017,18.2,9.1,6.2,9.3
FRI2,2017,14,6.6,4.9,7
FRI3,2017,15.1,9,5.7,8.7
FRJ1,2017,19,13,6.2,11.7
FRJ2,2017,14.9,7.7,5.9,7.7
FRK1,2017,14.6,8.1,4,7.7
FRK2,2017,12.7,8.5,4.4,7.3
FRL0,2017,15.6,10.3,5.4,9.3
FRM0,2017,NA,NA,NA,5
FRY1,2017,30.4,23.6,11.2,22.6
FRY2,2017,21.8,20.2,9.4,17.3
FRY3,2017,30.5,16.5,NA,19
FRY4,2017,33.6,27,8.3,24
FRY5,2017,44.8,28.3,NA,35.1
HR03,2017,10.7,9.7,8.6,9.4
HR04,2017,11.6,8.9,4.7,8
HU11,2017,9.8,4.2,1.3,3.1
HU12,2017,5.7,2,NA,2.2
HU21,2017,6,2,NA,2.2
HU22,2017,4.6,1.9,NA,2
HU23,2017,16.2,4.2,NA,5.6
HU31,2017,10.7,3.9,NA,4.7
HU32,2017,16.2,5.5,2.1,6.6
HU33,2017,8.8,2.8,NA,3.3
IE04,2017,8.3,6.6,3.5,5.6
IE05,2017,9.1,7.1,4.4,6.1
IE06,2017,10.9,6.9,3.6,5.6
IS00,2017,4.5,2.3,1.9,2.7
ITC1,2017,11.4,7.9,4,8.2
ITC2,2017,10.3,6.1,NA,7
ITC3,2017,15,9.5,4.7,9.9
ITC4,2017,8,6,3.5,6
ITF1,2017,12.6,10.8,8.4,10.8
ITF2,2017,14.7,13.9,8.6,13
ITF3,2017,27,19,10,20.4
ITF4,2017,19.4,15.7,9.7,16
ITF5,2017,12.7,13.1,10.5,12.5
ITF6,2017,25.5,20.1,17.3,21.6
ITG1,2017,27.3,20,12.4,21.5
ITG2,2017,18.8,14.2,10,15.4
ITH1,2017,3.7,2.6,NA,2.9
ITH2,2017,6.6,5,NA,4.8
ITH3,2017,8.5,6.2,4.1,6.4
ITH4,2017,8.4,6.9,4.2,6.7
ITH5,2017,8.9,5.3,3.2,5.9
ITI1,2017,10.1,7,4.4,7.3
ITI2,2017,12.6,9.2,5.2,9.2
ITI3,2017,9.5,8.2,5.7,8.1
ITI4,2017,14.2,12.8,5.7,11.1
LT01,2017,19.1,6.8,2.4,4.6
LT02,2017,17.2,8.4,3.1,6.9
LU00,2017,8.4,5.6,4.2,5.6
LV00,2017,16.5,8.5,3.7,7.4
ME00,2017,19.7,16.6,10.3,15.2
MK00,2017,23.7,21,17.8,20.7
MT00,2017,5.3,3.5,1.9,3.7
NL11,2017,9.2,6,3.1,5.5
NL12,2017,7.9,4.2,3,4.7
NL13,2017,8.2,3.1,2.5,4.1
NL21,2017,6.5,3.3,2.2,3.7
NL22,2017,5.9,2.8,2.3,3.3
NL23,2017,7.2,4.5,2.6,4.5
NL31,2017,5.9,3.5,2.4,3.4
NL32,2017,6.5,3.8,2.7,3.8
NL33,2017,7.7,4.3,2.5,4.3
NL34,2017,4.6,2.2,NA,2.7
NL41,2017,5.5,3.3,2.3,3.4
NL42,2017,5.3,3.1,2.5,3.4
NO01,2017,9.7,4.5,2.7,4.2
NO02,2017,NA,NA,NA,2.9
NO03,2017,8.9,2.9,NA,3.7
NO04,2017,10.1,4,NA,4.4
NO05,2017,7.5,4.1,NA,3.8
NO06,2017,NA,NA,NA,3.1
NO07,2017,NA,NA,NA,3.2
PL21,2017,NA,3.5,1.8,2.9
PL22,2017,13.5,3.6,2.1,3.4
PL41,2017,NA,2.3,1.9,2.2
PL42,2017,11.9,4.3,NA,3.8
PL43,2017,NA,3.2,NA,3
PL51,2017,8.9,3.9,1.4,3.3
PL52,2017,NA,3.4,NA,3.2
PL61,2017,13.8,4.5,NA,4.3
PL62,2017,13.9,6.3,NA,5.6
PL63,2017,9.2,3,1.8,3
PL71,2017,8.2,5,2.4,4.3
PL72,2017,NA,6.7,3.4,5.8
PL81,2017,15.6,7,3.1,6.3
PL82,2017,12.3,7.5,3.6,6.5
PL84,2017,NA,3.5,NA,3.2
PL91,2017,NA,3.5,1.4,2.4
PL92,2017,9.5,6.1,3.4,5.7
PT11,2017,7.1,8.8,6,7.3
PT15,2017,7.5,NA,NA,6.4
PT16,2017,4.9,6.8,5.8,5.6
PT17,2017,9,8.5,4.8,7.4
PT18,2017,7.6,8.5,NA,7.2
PT20,2017,9.5,NA,NA,8.6
PT30,2017,9.2,NA,NA,8.8
RO11,2017,5.5,2.5,NA,2.9
RO12,2017,12.1,3.5,NA,4.2
RO21,2017,1.8,2.8,NA,2.4
RO22,2017,7.6,6.1,NA,6.1
RO31,2017,7.5,5.5,NA,5.5
RO32,2017,12.2,4,1.6,3.6
RO41,2017,4.5,7.7,NA,6.4
RO42,2017,9,3.2,NA,3.6
RS11,2017,16.5,11.7,9,10.9
RS12,2017,12.9,10.1,9.7,10.5
RS21,2017,9.5,15.8,13.1,13.8
RS22,2017,13.9,17.8,13.9,16.2
SE11,2017,17.1,4.7,3.2,5.6
SE12,2017,21.5,4.8,4.1,7.2
SE21,2017,16.5,3,4.1,5.7
SE22,2017,23.7,6.8,5.2,8.6
SE23,2017,15.3,4.1,3.5,5.6
SE31,2017,21.3,4.2,2.5,6.4
SE32,2017,17.2,4.4,2.4,5.5
SE33,2017,16.6,4.4,3.4,5.4
SI03,2017,9.8,5.6,3.7,5.4
SI04,2017,6.3,5.4,3.5,4.7
SK01,2017,NA,3.8,1.8,2.9
SK02,2017,15.4,4,2.6,4.3
SK03,2017,31.2,6.7,3.4,7.5
SK04,2017,43.6,8,4.4,10.1
TR10,2017,12.4,12.7,12.2,12.4
TR21,2017,7.3,8.1,7.2,7.5
TR22,2017,3.9,8.8,7.2,5.7
TR31,2017,13.4,14.7,13.4,13.7
TR32,2017,4.7,9.8,10,6.9
TR33,2017,5.2,7.6,11.4,6.8
TR41,2017,8.7,8.9,9.2,8.9
TR42,2017,9.4,10.1,11.9,10.1
TR51,2017,9.5,10.4,10.4,10.1
TR52,2017,4.8,7.6,7.8,5.8
TR61,2017,10,13.1,12.8,11.4
TR62,2017,9,14.8,12.9,11.2
TR63,2017,12.8,15.5,17.2,14.1
TR71,2017,9,12.9,14.5,10.8
TR72,2017,11.6,14,16,13
TR81,2017,5.6,10.7,12.8,8.1
TR82,2017,3.6,8,7.5,5.1
TR83,2017,4.4,11.3,9,6.4
TR90,2017,4.7,7.3,9,6.1
TRA1,2017,5.3,9,11.3,7.4
TRA2,2017,3.9,6.8,12.7,5.3
TRB1,2017,5.4,10.1,13.1,8
TRB2,2017,20.3,25.2,24.6,21.6
TRC1,2017,11,12,16.8,12.3
TRC2,2017,16.6,24.4,22.1,18.6
TRC3,2017,25.6,26.5,20.6,24.8
UKC1,2017,6.7,5.1,NA,4.4
UKC2,2017,7,6.8,2.1,5.2
UKD1,2017,NA,NA,NA,1.9
UKD3,2017,6,4.9,2.7,4.2
UKD4,2017,7.2,5.9,2.5,4.8
UKD6,2017,7.9,3,2,3.2
UKD7,2017,6,3.8,3.3,4
UKE1,2017,10.9,5.2,NA,5.6
UKE2,2017,NA,3.2,2.8,3.3
UKE3,2017,9.4,5.6,2.3,5
UKE4,2017,6.8,5.4,2.8,4.7
UKF1,2017,7.5,4.9,2.3,4.4
UKF2,2017,6.5,4.2,3,4.2
UKF3,2017,NA,4.8,3.2,4.2
UKG1,2017,NA,3.1,2.7,3
UKG2,2017,5.2,4.4,1.9,3.7
UKG3,2017,9.8,7.3,3.5,6.5
UKH1,2017,6.1,3.7,1.9,3.5
UKH2,2017,3.7,3.5,2,2.9
UKH3,2017,2.6,3.6,1.9,2.8
UKI3,2017,14.1,7.3,3.7,5.1
UKI4,2017,10,6.9,2.5,4.3
UKI5,2017,6.4,5.4,3.5,4.6
UKI6,2017,5.8,7.8,2.5,4.7
UKI7,2017,8,7.2,2.7,4.8
UKJ1,2017,6.4,3.3,1.8,3
UKJ2,2017,4.4,4.1,2.9,3.6
UKJ3,2017,4.6,2.9,2,2.7
UKJ4,2017,7.1,4.9,2.1,4.3
UKK1,2017,4.2,3.4,1.9,2.9
UKK2,2017,5.4,2.7,2.4,3.1
UKK3,2017,NA,3.8,NA,2.6
UKK4,2017,5.7,3.2,2.5,3.3
UKL1,2017,8.2,5.2,2.8,4.9
UKL2,2017,NA,3.1,1.8,2.7
UKM5,2017,NA,5,NA,3.5
UKM6,2017,NA,NA,NA,2.2
UKM7,2017,5.1,3.8,2.9,3.6
UKM8,2017,7,5.3,4.1,5.1
UKM9,2017,5.9,3.7,NA,3.2
UKN0,2017,6,4,1.9,3.6
AT11,2018,NA,NA,NA,3.6
AT12,2018,9,3.8,2.6,4
AT13,2018,21.1,9.1,5.4,9.3
AT21,2018,NA,3.6,NA,3.8
AT22,2018,8.2,2.8,2.2,3.2
AT31,2018,7.5,2.4,1.8,2.9
AT32,2018,NA,2.2,NA,2.4
AT33,2018,NA,1.9,NA,2.1
AT34,2018,NA,NA,NA,3.2
BE10,2018,24.5,13.4,7.5,12.6
BE21,2018,6.4,3.8,2.3,3.6
BE22,2018,6.4,4,2.2,3.6
BE23,2018,5.9,2.9,1.9,2.9
BE24,2018,8.5,3.6,2.6,3.6
BE25,2018,5.1,2.6,1.6,2.5
BE31,2018,18.5,5.5,3.3,5.5
BE32,2018,18.5,9.4,3.1,8.6
BE33,2018,14.3,6.6,3.7,6.7
BE34,2018,11.7,6.1,NA,5.4
BE35,2018,14.9,7.1,3.8,7
BG31,2018,37.7,7.7,NA,10.8
BG32,2018,19.4,3.8,NA,5.1
BG33,2018,15.5,3.8,3.5,5.9
BG34,2018,9.4,3,NA,4
BG41,2018,8.7,2.1,1.3,2.3
BG42,2018,5.6,2.9,NA,3
CH01,2018,10.3,7.4,6.4,7.5
CH02,2018,6.9,3.9,2.5,3.8
CH03,2018,6.7,4,2.1,3.5
CH04,2018,7.6,4,3.2,4
CH05,2018,9,3,2,3.4
CH06,2018,4,2.7,2.2,2.7
CH07,2018,15.2,7,3.9,6.8
CY00,2018,7.5,8,6.1,7.1
CZ01,2018,5.7,1.4,1,1.3
CZ02,2018,6.7,1.2,0.7,1.3
CZ03,2018,10.2,1.2,0.7,1.5
CZ04,2018,10.1,2.3,1.5,3
CZ05,2018,9.1,1.3,1.1,1.7
CZ06,2018,10.5,1.7,1.1,1.9
CZ07,2018,13.6,2,0.7,2.2
CZ08,2018,17.7,3.2,1.3,3.7
DE11,2018,5.1,2.1,1.6,2.4
DE12,2018,5.5,2.7,1.8,2.8
DE13,2018,3.9,1.7,2,2.1
DE14,2018,4.5,1.6,NA,1.9
DE21,2018,4.3,1.7,1.5,1.9
DE22,2018,NA,1.7,NA,2
DE23,2018,NA,2.2,NA,2.2
DE24,2018,NA,2.1,NA,2.3
DE25,2018,4.8,1.7,NA,2.1
DE26,2018,NA,1.9,NA,2
DE27,2018,4.5,2,NA,2.2
DE30,2018,15.6,5.1,3,5.3
DE40,2018,10.7,3.2,1.7,3.4
DE50,2018,10.5,3.8,NA,5.1
DE60,2018,10.1,2.9,2,3.6
DE71,2018,7.5,2.6,1.8,3.1
DE72,2018,7.8,2.6,NA,3.3
DE73,2018,7.1,2.2,NA,2.8
DE80,2018,10.9,4.1,NA,4
DE91,2018,8.6,2.8,NA,3.3
DE92,2018,11.1,2.4,2,3.5
DE93,2018,8.1,2,NA,2.6
DE94,2018,7.5,2.4,NA,2.9
DEA1,2018,9.2,3.1,2.1,3.8
DEA2,2018,8.8,2.7,2.1,3.4
DEA3,2018,8.9,2.7,1.6,3.4
DEA4,2018,7.1,2.4,NA,3
DEA5,2018,10,3,2.1,3.9
DEB1,2018,5.6,1.7,NA,2.2
DEB2,2018,NA,NA,NA,2
DEB3,2018,7.6,2.8,1.8,3.3
DEC0,2018,10.4,2.9,NA,3.7
DED2,2018,12.2,3.6,NA,3.5
DED4,2018,13.8,3.6,NA,3.7
DED5,2018,17.7,4.4,NA,4.7
DEE0,2018,11.8,4.4,2.1,4.6
DEF0,2018,7.2,2.4,1.5,2.9
DEG0,2018,13,3.6,1.9,3.7
DK01,2018,9.4,4.5,3.9,5.1
DK02,2018,8.4,3.7,4.3,4.9
DK03,2018,8.1,3.9,3.6,4.8
DK04,2018,7.7,3.7,4.4,4.9
DK05,2018,8.2,4.8,5,5.8
EE00,2018,9.6,4.8,2.8,4.5
EL30,2018,30.7,19.8,10.2,16.9
EL41,2018,18.8,19.3,13.9,17.6
EL42,2018,14.6,13.9,12.2,13.7
EL43,2018,10.4,14.2,8.5,11.7
EL51,2018,17.2,16.7,14.1,16.2
EL52,2018,24.7,21.7,14.2,19.6
EL53,2018,17.6,27.3,24.6,24.5
EL54,2018,17.7,19.6,11.7,16.4
EL61,2018,18.4,21.4,15,18.5
EL62,2018,12,14.5,9.1,12.3
EL63,2018,24.7,26.9,17.7,24.1
EL64,2018,15.9,19.1,15,17.2
EL65,2018,10.6,14.1,9.7,12
ES11,2018,15.9,13,7.7,11.8
ES12,2018,21,16.8,9,14.2
ES13,2018,15.8,10.4,6.8,10.3
ES21,2018,16.6,10.9,5.3,9.2
ES22,2018,13.2,8.7,5.4,8.2
ES23,2018,12.7,10.9,6.9,10
ES24,2018,14.7,10.2,6.3,10
ES30,2018,14.6,12.9,7.6,10.6
ES41,2018,16.2,10.8,8.2,11.6
ES42,2018,20.6,16.4,10.1,16.2
ES43,2018,26.6,21,13.2,21.5
ES51,2018,17,12,6.1,11
ES52,2018,18.3,13.7,10.4,14.1
ES53,2018,14.3,13.9,7,11.7
ES61,2018,28.5,20.3,12.4,21.2
ES62,2018,19.3,14.5,8.6,14.7
ES63,2018,38.5,15.7,12.1,25.8
ES64,2018,41.8,22.7,11.8,27
ES70,2018,27.2,18.8,14.6,20.5
FI19,2018,15.2,7,3.6,6.4
FI1B,2018,16.5,6.8,4.1,6.4
FI1C,2018,15,6.3,4.1,6.3
FI1D,2018,17.4,8.8,4,7.8
FI20,2018,NA,NA,NA,NA
FR10,2018,13.4,9.7,5.3,7.9
FRB0,2018,12.1,9.1,5,8.2
FRC1,2018,15.5,6.9,5.3,7.5
FRC2,2018,11.2,8.7,5.9,8.2
FRD1,2018,12.2,7.8,6.7,8.2
FRD2,2018,16.9,11.5,3.9,9.9
FRE1,2018,24.7,12.6,4.4,11.2
FRE2,2018,15.1,9.5,4.3,9
FRF1,2018,15.8,6.8,4.9,7.3
FRF2,2018,18.1,8.5,5.1,9.1
FRF3,2018,15,8.7,4.4,8.1
FRG0,2018,13.8,7.6,5.3,7.6
FRH0,2018,11.7,7.4,4.9,6.9
FRI1,2018,17.4,8.8,6.4,9.1
FRI2,2018,15.4,7,NA,7
FRI3,2018,15.2,9.5,2.7,8.1
FRJ1,2018,17.7,11.5,5.5,10.3
FRJ2,2018,12.3,7.6,4.6,6.7
FRK1,2018,10.8,5.6,3.4,5.6
FRK2,2018,12.3,7.8,4.6,7
FRL0,2018,15,9.2,6.1,8.8
FRM0,2018,NA,NA,NA,6.3
FRY1,2018,28.8,23.6,7.6,20.6
FRY2,2018,20.9,15.3,8.5,14.8
FRY3,2018,32.1,18.2,NA,19.3
FRY4,2018,31,22.8,8.4,21.3
FRY5,2018,40.9,21.1,NA,30.1
HR03,2018,4.9,6.3,6.9,6.4
HR04,2018,10.4,7.2,4.4,6.7
HU11,2018,7.8,2.7,1.7,2.5
HU12,2018,5.8,2.2,1.6,2.4
HU21,2018,4,1.8,NA,2
HU22,2018,NA,1.6,NA,1.8
HU23,2018,13.9,3.5,NA,4.8
HU31,2018,9.5,3.8,NA,4.5
HU32,2018,15.7,5.2,NA,6.3
HU33,2018,10.2,2.9,NA,3.5
IE04,2018,6.7,5.5,3.3,4.7
IE05,2018,9.8,6.2,3.5,5.5
IE06,2018,8.7,5.9,3.1,4.7
IS00,2018,5.7,3.3,2.3,3.5
ITC1,2018,10.9,6.9,4.3,7.6
ITC2,2018,9.2,6,NA,6.5
ITC3,2018,15.2,8.7,4.9,9.6
ITC4,2018,7.9,5.4,2.9,5.6
ITF1,2018,11.5,12.1,9,11.2
ITF2,2018,13.5,13.9,6.7,12.2
ITF3,2018,27.2,17.9,10.8,20
ITF4,2018,17.8,15.3,8.1,14.9
ITF5,2018,10.9,10.6,10.9,10.8
ITF6,2018,25.5,20.9,13.1,21
ITG1,2018,26.2,18.5,10.7,20
ITG2,2018,16.2,15.7,10,14.7
ITH1,2018,4.3,2.4,NA,2.9
ITH2,2018,7.7,5,NA,5
ITH3,2018,8.2,4.9,3.7,5.6
ITH4,2018,8.3,5.8,4.4,6.1
ITH5,2018,7.7,5.2,3.8,5.5
ITI1,2018,8.4,7.3,3.5,6.7
ITI2,2018,13.2,7.4,6,8.5
ITI3,2018,10,8.9,6.3,8.6
ITI4,2018,12.2,11.1,6.2,9.9
LT01,2018,14.6,6.8,2.2,4.4
LT02,2018,19,8.8,3.4,7.1
LU00,2018,8.9,6.2,3.6,5.6
LV00,2018,13.7,7.1,3.6,6.3
ME00,2018,25.4,15.4,11.3,15.1
MK00,2018,23.3,16.6,14.3,17.3
MT00,2018,4.5,3.7,2.6,3.6
NL11,2018,8.7,5.4,2.9,5.1
NL12,2018,7.4,2.4,2.8,3.7
NL13,2018,5.2,2.4,NA,2.8
NL21,2018,4.8,2.6,2.4,3
NL22,2018,5.5,2.6,2.2,3.1
NL23,2018,6.9,3,NA,3.5
NL31,2018,4.5,3.7,1.8,2.9
NL32,2018,5.3,3.2,2.3,3.1
NL33,2018,7.3,3.9,2.4,4
NL34,2018,3.5,2.2,NA,2.6
NL41,2018,5.2,2.9,2.4,3.2
NL42,2018,4.7,2.9,2.2,3.1
NO01,2018,9.4,4.3,2.3,3.9
NO02,2018,NA,NA,NA,3.2
NO03,2018,8.3,3.4,NA,3.7
NO04,2018,7.9,3.7,NA,3.9
NO05,2018,7.1,3.5,NA,3.6
NO06,2018,NA,NA,NA,3.8
NO07,2018,NA,NA,NA,3
PL21,2018,NA,2.8,2.8,2.8
PL22,2018,8.3,2.5,1.7,2.4
PL41,2018,NA,3.1,1.2,2.6
PL42,2018,9.4,3.4,NA,3.2
PL43,2018,NA,2.1,NA,2
PL51,2018,12.5,4,1.1,3.3
PL52,2018,NA,3.9,NA,3.2
PL61,2018,9.7,4.1,2.2,4
PL62,2018,NA,3.6,NA,3.3
PL63,2018,NA,2.5,2.4,2.8
PL71,2018,9,3.5,2.9,3.7
PL72,2018,NA,4.3,2.9,4.2
PL81,2018,11,6.3,2.9,5.4
PL82,2018,NA,5.9,3.1,5.1
PL84,2018,NA,3.6,NA,3.1
PL91,2018,NA,2.6,1.5,2
PL92,2018,10.6,4.8,2.6,4.6
PT11,2018,6.7,7.5,5.7,6.7
PT15,2018,8.1,6.7,NA,7.1
PT16,2018,4.3,5.2,5.6,4.9
PT17,2018,8.5,8.5,4.7,7.1
PT18,2018,7.2,7.4,NA,6.9
PT20,2018,10,NA,NA,7.9
PT30,2018,6.6,NA,NA,7
RO11,2018,5.4,2.8,NA,3
RO12,2018,18.3,3.9,NA,5.3
RO21,2018,1.4,2.4,NA,2.1
RO22,2018,8.3,6.5,NA,6.4
RO31,2018,7.4,4.6,NA,4.7
RO32,2018,9.2,2.9,NA,2.5
RO41,2018,4.4,6.4,NA,5.3
RO42,2018,10.3,3,NA,3.4
RS11,2018,13.9,9.4,6,8.2
RS12,2018,14,8.5,6.9,9
RS21,2018,7.3,13.2,11.8,11.6
RS22,2018,11.5,14,12,13.1
SE11,2018,19.4,5.1,3.2,6.1
SE12,2018,22.7,4.9,4,7.3
SE21,2018,18.2,3.4,3.8,6.3
SE22,2018,22.7,8,4.7,8.9
SE23,2018,18.9,3.8,3.8,6.1
SE31,2018,21,5.2,3.1,7.3
SE32,2018,28.8,4,NA,6.7
SE33,2018,17.3,5.4,3.6,6.1
SI03,2018,10.1,5.1,2.9,4.9
SI04,2018,8.4,4.1,3.1,4
SK01,2018,NA,2.3,NA,2.3
SK02,2018,11.6,4.2,1.9,4
SK03,2018,30.3,4.9,3.8,6.1
SK04,2018,47.1,6.4,3.2,9.1
TR10,2018,14.5,17.2,13.5,14.8
TR21,2018,10.3,12.6,11.1,11.1
TR22,2018,6.4,10.5,10.2,8.3
TR31,2018,15.8,18.2,14.4,15.9
TR32,2018,7.5,11.3,11.5,9.2
TR33,2018,8.5,11.4,11.8,9.8
TR41,2018,11.6,11.3,10.4,11.2
TR42,2018,13.7,13.7,12.3,13.4
TR51,2018,15.3,15.4,12.3,14.2
TR52,2018,6.9,11,8.5,7.9
TR61,2018,12.3,16.1,12.8,13.3
TR62,2018,10.1,14.9,13.3,11.9
TR63,2018,17.2,19.9,18.8,18.1
TR71,2018,11,17.4,15,13.1
TR72,2018,13.2,16.5,14.8,14.3
TR81,2018,6.1,14.7,12.9,9.5
TR82,2018,6.2,10,9.1,7.5
TR83,2018,6.5,13,9.6,8.3
TR90,2018,6.7,13.1,15.2,9.8
TRA1,2018,9.5,14.7,11.8,11.2
TRA2,2018,8.5,10.3,15,9.5
TRB1,2018,8.4,10.3,12.6,9.8
TRB2,2018,24.4,30.5,26,25.7
TRC1,2018,15.2,14.5,15.5,15.1
TRC2,2018,23,26.3,21.1,23.2
TRC3,2018,31.7,30.2,28.3,30.8
UKC1,2018,12.1,5.1,2.6,5.6
UKC2,2018,10.2,5.8,2.9,5.6
UKD1,2018,NA,NA,NA,2
UKD3,2018,8.6,5.9,2.7,5.1
UKD4,2018,5.6,3.3,3.2,3.7
UKD6,2018,7.1,4,NA,3.2
UKD7,2018,5.7,4.7,1.9,3.8
UKE1,2018,5.6,5.5,NA,4.6
UKE2,2018,6.2,2.4,NA,2.7
UKE3,2018,10.2,5.4,2.8,5.1
UKE4,2018,8.4,4,3.3,4.6
UKF1,2018,6.5,4.1,2.6,3.9
UKF2,2018,6.6,4.7,2.4,4.2
UKF3,2018,7.6,3,NA,3.6
UKG1,2018,5.2,2.5,2.4,2.9
UKG2,2018,5.9,3.1,2.3,3.3
UKG3,2018,9.4,5.8,4,5.9
UKH1,2018,4.3,3.1,1.8,2.9
UKH2,2018,5,2.9,1.9,2.7
UKH3,2018,5.2,2.4,2.8,3.2
UKI3,2018,10.4,7.2,2.2,3.8
UKI4,2018,8.5,7.8,1.9,4
UKI5,2018,7.1,4.1,3.7,4.4
UKI6,2018,6.9,5.8,2.3,4.1
UKI7,2018,8.3,6.1,4.2,5.1
UKJ1,2018,5,3.1,2,2.8
UKJ2,2018,5.7,3.1,1.3,2.6
UKJ3,2018,5,3.1,2.8,3.2
UKJ4,2018,5.5,4.1,2.7,3.9
UKK1,2018,4.4,2.7,2.1,2.7
UKK2,2018,4,2.2,NA,2.1
UKK3,2018,NA,NA,NA,2.1
UKK4,2018,5.4,3.2,NA,3
UKL1,2018,6.8,4,2.8,4
UKL2,2018,4.4,4.6,1.6,3.2
UKM5,2018,NA,NA,3.8,3.2
UKM6,2018,NA,NA,NA,NA
UKM7,2018,5.2,2.8,3.1,3.4
UKM8,2018,7.8,4.2,3.6,4.5
UKM9,2018,5.6,3,2.2,3.1
UKN0,2018,4.9,3.4,1.1,2.7
AT11,2019,NA,4.5,NA,4.2
AT12,2019,11.5,3.8,2.4,4.2
AT13,2019,21.7,12.1,5.7,10.6
AT21,2019,11.5,4.4,3.2,4.7
AT22,2019,11.2,3.8,2.9,4.4
AT31,2019,8.3,3.3,2.8,3.9
AT32,2019,NA,2.9,NA,3
AT33,2019,7,2.8,NA,3
AT34,2019,NA,3.2,NA,3.6
BE10,2019,25.4,14.2,6.8,12.3
BE21,2019,6.6,3.8,3.3,4
BE22,2019,6.4,4.2,2.1,3.6
BE23,2019,5.9,2.6,2,2.7
BE24,2019,6.1,4.4,3.1,3.8
BE25,2019,5.6,3.5,2.3,3.3
BE31,2019,14,6.8,4.9,6.2
BE32,2019,17.6,9.5,3.2,8.3
BE33,2019,17.1,8.5,4,7.8
BE34,2019,11.2,5.2,NA,5.1
BE35,2019,14.1,7.1,3,6.1
BG31,2019,43.9,10,NA,13
BG32,2019,19.2,5,NA,5.7
BG33,2019,14.7,4.3,4.7,6.1
BG34,2019,8.1,4.2,NA,4.6
BG41,2019,12.4,4.2,1.6,3.6
BG42,2019,5.3,3.3,2.5,3.4
CH01,2019,11.3,7.9,6,7.6
CH02,2019,7.2,4.5,2.9,4.3
CH03,2019,9.8,4.8,3.4,4.7
CH04,2019,7.7,5.1,3.1,4.3
CH05,2019,7.2,3.8,2.6,3.8
CH06,2019,4.6,3.2,2.1,2.9
CH07,2019,12.2,6.7,4.5,6.5
CY00,2019,7.2,8.5,7,7.6
CZ01,2019,3.3,2.8,1.6,2.3
CZ02,2019,4.8,2.1,1.1,1.9
CZ03,2019,7.3,1.6,1.8,2
CZ04,2019,11.5,3.4,1.4,4
CZ05,2019,12.5,2,1.3,2.3
CZ06,2019,9.4,2.3,1.1,2.3
CZ07,2019,10.7,2.2,1.6,2.5
CZ08,2019,19.9,3.1,1.5,3.6
DE11,2019,7.4,3,NA,3.5
DE12,2019,NA,NA,NA,3.5
DE13,2019,NA,NA,NA,2.7
DE14,2019,NA,NA,NA,2.9
DE21,2019,NA,2.1,2.7,2.8
DE22,2019,NA,NA,NA,NA
DE23,2019,NA,NA,NA,NA
DE24,2019,NA,NA,NA,NA
DE25,2019,NA,NA,NA,3.8
DE26,2019,NA,NA,NA,NA
DE27,2019,NA,NA,NA,2.5
DE30,2019,19.5,5.4,3.3,6.1
DE40,2019,NA,4.2,NA,4.1
DE50,2019,NA,NA,NA,NA
DE60,2019,NA,NA,NA,4.8
DE71,2019,9,3.6,NA,4.2
DE72,2019,NA,NA,NA,5.1
DE73,2019,NA,NA,NA,NA
DE80,2019,NA,NA,NA,4.5
DE91,2019,NA,NA,NA,4.5
DE92,2019,NA,NA,NA,3.7
DE93,2019,NA,NA,NA,3.8
DE94,2019,NA,NA,NA,3.3
DEA1,2019,13.3,3.6,NA,5.1
DEA2,2019,7.9,3.8,NA,4.1
DEA3,2019,NA,3.2,NA,3.6
DEA4,2019,NA,NA,NA,3.7
DEA5,2019,12.2,3.9,NA,5.1
DEB1,2019,NA,NA,NA,NA
DEB2,2019,NA,NA,NA,NA
DEB3,2019,NA,NA,NA,4
DEC0,2019,NA,NA,NA,NA
DED2,2019,NA,NA,NA,3.6
DED4,2019,NA,NA,NA,NA
DED5,2019,NA,NA,NA,5.3
DEE0,2019,NA,4.9,NA,4.8
DEF0,2019,NA,NA,NA,3.4
DEG0,2019,NA,4,NA,4.2
DK01,2019,11.2,5.8,4.9,6.1
DK02,2019,10,4.7,2.7,5.3
DK03,2019,8.3,4.4,3.8,5.1
